age,revenus,situation_familiale,anciennete_emploi,duree_credit,montant_credit,taux_endettement,nombre_enfants,score_banque,historique_paiement,appetence_conso,appetence_immo,score_appetence,observations_forces,observations_faiblesses
42,25981,0,15,137,83528,0.18,1,883,1,,,0.41,Taux endettement Faible (0),Age Faible (42)
19,29143,2,3,111,430033,0.85,2,842,0,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (19)
28,17067,1,7,38,190875,0.58,1,455,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (28)
67,28916,1,1,48,109354,0.27,0,363,1,,,0.45,Taux endettement Faible (0); Age Élevé (67),N/A
48,8815,1,13,112,219965,0.27,4,720,1,,,0.49,Taux endettement Faible (0); Age Élevé (48),N/A
32,36836,0,24,270,342422,0.39,4,622,1,,,0.43,Taux endettement Faible (0),Age Faible (32)
26,9773,1,14,231,463561,0.46,1,408,1,,,0.4,Taux endettement Faible (0),Age Faible (26)
40,17446,1,8,184,23369,0.08,4,762,0,,,0.39,Taux endettement Faible (0),Age Faible (40)
36,35733,2,1,227,70428,0.84,4,879,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (36)
26,15464,0,16,130,146116,0.12,0,846,0,,,0.44,Taux endettement Faible (0),Age Faible (26)
52,26576,0,9,281,75123,0.48,4,550,0,,,0.53,Taux endettement Faible (0); Age Élevé (52),N/A
38,8320,2,8,172,479040,0.38,4,809,0,,,0.48,Taux endettement Faible (0),Age Faible (38)
26,15750,0,1,156,363058,0.51,2,847,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (26)
45,31572,1,23,46,148333,0.89,4,740,0,,,0.46,Age Élevé (45),Taux endettement Élevé (1)
63,22948,1,18,305,250222,0.99,1,753,0,,,0.49,Age Élevé (63),Taux endettement Élevé (1)
68,28515,2,16,40,290208,0.02,4,573,1,,,0.3,Taux endettement Faible (0); Age Élevé (68),N/A
24,32867,0,10,319,478551,0.39,1,359,0,,,0.39,Taux endettement Faible (0),Age Faible (24)
33,5726,0,16,309,210130,0.82,4,641,1,,,0.55,N/A,Taux endettement Élevé (1); Age Faible (33)
33,30820,0,9,236,285834,0.33,1,693,0,,,0.43,Taux endettement Faible (0),Age Faible (33)
50,11697,2,17,220,405273,0.65,4,412,0,,,0.55,Age Élevé (50),Taux endettement Élevé (1)
21,17963,1,22,319,373169,0.99,1,520,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (21)
21,6081,2,5,106,440805,0.65,4,367,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (21)
56,25269,1,15,62,373011,0.11,0,614,1,,,0.41,Taux endettement Faible (0); Age Élevé (56),N/A
57,15776,2,17,220,24559,0.84,2,766,1,,,0.52,Age Élevé (57),Taux endettement Élevé (1)
34,36816,1,19,161,416908,0.97,2,562,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (34)
54,19196,0,17,69,320573,0.71,2,430,1,,,0.52,Age Élevé (54),Taux endettement Élevé (1)
56,20958,0,0,67,468954,0.42,2,723,0,,,0.49,Taux endettement Faible (0); Age Élevé (56),N/A
69,28369,0,2,344,289116,0.95,0,566,0,,,0.48,Age Élevé (69),Taux endettement Élevé (1)
46,16689,2,14,67,51530,0.97,0,511,1,,,0.48,Age Élevé (46),Taux endettement Élevé (1)
69,22331,2,19,99,216145,0.94,4,862,1,,,0.47,Age Élevé (69),Taux endettement Élevé (1)
53,18436,2,9,346,133297,0.41,0,587,1,,,0.51,Taux endettement Faible (0); Age Élevé (53),N/A
55,5066,0,20,31,208250,0.79,2,724,0,,,0.57,Age Élevé (55),Taux endettement Élevé (1)
56,35725,1,4,126,273509,0.65,3,853,1,,,0.51,Age Élevé (56),Taux endettement Élevé (1)
67,30212,0,14,55,246932,0.18,4,543,0,,,0.42,Taux endettement Faible (0); Age Élevé (67),N/A
54,38332,0,22,257,468760,0.54,1,633,0,,,0.55,Age Élevé (54),Taux endettement Élevé (1)
69,30401,1,13,41,321827,0.75,2,627,1,,,0.44,Age Élevé (69),Taux endettement Élevé (1)
52,18393,1,14,294,104356,0.9,2,405,0,,,0.52,Age Élevé (52),Taux endettement Élevé (1)
24,8670,1,9,105,401550,0.86,2,378,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (24)
44,30601,1,23,329,68896,0.15,0,464,0,,,0.38,Taux endettement Faible (0); Age Élevé (44),N/A
45,7251,0,8,334,371483,0.49,1,356,0,,,0.52,Taux endettement Faible (0); Age Élevé (45),N/A
39,38572,2,11,141,421217,0.48,4,487,0,,,0.45,Taux endettement Faible (0),Age Faible (39)
31,32027,0,6,199,409938,0.9,2,351,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (31)
24,36846,1,4,226,292244,0.0,1,371,0,,,0.35,Taux endettement Faible (0),Age Faible (24)
54,26015,2,24,284,392907,0.74,3,623,0,,,0.53,Age Élevé (54),Taux endettement Élevé (1)
39,14583,2,23,331,420676,0.62,0,637,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (39)
22,28104,0,9,60,230595,0.92,2,454,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (22)
19,17224,0,24,115,71645,0.46,1,358,0,,,0.34,Taux endettement Faible (0),Age Faible (19)
44,35836,0,7,154,79551,0.66,1,574,0,,,0.5,Age Élevé (44),Taux endettement Élevé (1)
38,34299,2,21,270,209570,0.97,2,500,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (38)
55,18036,2,19,167,276984,0.74,1,594,0,,,0.52,Age Élevé (55),Taux endettement Élevé (1)
32,24933,2,24,192,453280,0.07,1,621,1,,,0.43,Taux endettement Faible (0),Age Faible (32)
38,17392,1,15,134,96069,0.17,4,628,1,,,0.45,Taux endettement Faible (0),Age Faible (38)
27,12938,1,11,113,358134,0.82,0,689,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (27)
40,9141,0,8,73,58105,0.33,4,583,0,,,0.51,Taux endettement Faible (0),Age Faible (40)
56,28350,2,9,71,15699,0.71,0,475,0,,,0.48,Age Élevé (56),Taux endettement Élevé (1)
22,14546,0,15,149,409138,0.7,0,648,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (22)
18,10335,2,9,58,428135,0.99,4,731,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (18)
30,10077,0,8,133,199608,0.47,2,681,0,,,0.43,Taux endettement Faible (0),Age Faible (30)
38,10611,1,2,326,429724,0.74,1,571,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (38)
43,10577,2,18,212,359344,0.05,3,791,1,,,0.4,Taux endettement Faible (0),Age Faible (43)
67,25002,1,10,325,369950,0.46,4,846,1,,,0.48,Taux endettement Faible (0); Age Élevé (67),N/A
62,39275,2,5,221,428494,0.19,4,630,1,,,0.44,Taux endettement Faible (0); Age Élevé (62),N/A
38,33647,0,5,73,418078,0.84,2,898,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (38)
35,39831,2,14,67,154670,0.84,1,457,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (35)
54,39768,1,14,215,470650,0.24,4,731,1,,,0.49,Taux endettement Faible (0); Age Élevé (54),N/A
62,35962,2,12,342,229547,0.32,3,624,0,,,0.44,Taux endettement Faible (0); Age Élevé (62),N/A
49,34583,0,21,332,136473,0.7,1,415,0,,,0.52,Age Élevé (49),Taux endettement Élevé (1)
53,6294,2,4,57,165846,0.74,4,819,1,,,0.55,Age Élevé (53),Taux endettement Élevé (1)
34,20096,1,13,121,193456,0.66,4,734,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
52,32328,0,20,70,274966,1.0,0,821,0,,,0.51,Age Élevé (52),Taux endettement Élevé (1)
66,29398,1,1,135,440468,0.87,0,871,1,,,0.49,Age Élevé (66),Taux endettement Élevé (1)
28,22706,2,22,182,100585,0.42,4,565,1,,,0.42,Taux endettement Faible (0),Age Faible (28)
38,27340,1,11,283,97420,0.33,2,697,0,,,0.42,Taux endettement Faible (0),Age Faible (38)
69,23825,2,19,168,285196,0.6,0,401,1,,,0.47,Age Élevé (69),Taux endettement Élevé (1)
43,22482,0,13,337,93574,0.82,4,362,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (43)
21,14318,1,18,157,485727,0.48,1,810,0,,,0.38,Taux endettement Faible (0),Age Faible (21)
51,20574,1,23,355,140171,0.74,3,521,1,,,0.51,Age Élevé (51),Taux endettement Élevé (1)
69,19650,2,19,241,241224,0.02,0,735,1,,,0.34,Taux endettement Faible (0); Age Élevé (69),N/A
65,33930,1,14,163,129879,0.93,4,489,0,,,0.47,Age Élevé (65),Taux endettement Élevé (1)
35,25171,1,19,332,416485,0.77,0,633,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (35)
57,39864,0,23,111,471793,0.39,1,857,1,,,0.48,Taux endettement Faible (0); Age Élevé (57),N/A
52,16801,2,16,311,288695,0.38,2,880,0,,,0.51,Taux endettement Faible (0); Age Élevé (52),N/A
58,27372,2,24,260,79915,0.1,4,600,1,,,0.38,Taux endettement Faible (0); Age Élevé (58),N/A
46,21559,0,13,118,279805,0.82,1,650,1,,,0.44,Age Élevé (46),Taux endettement Élevé (1)
69,37334,0,22,35,205619,0.77,3,869,0,,,0.46,Age Élevé (69),Taux endettement Élevé (1)
46,18288,2,17,17,344647,0.63,4,414,1,,,0.52,Age Élevé (46),Taux endettement Élevé (1)
55,27398,0,21,182,105406,0.1,3,821,1,,,0.4,Taux endettement Faible (0); Age Élevé (55),N/A
59,15694,0,23,343,201686,0.26,2,666,0,,,0.47,Taux endettement Faible (0); Age Élevé (59),N/A
38,17191,0,4,51,263043,0.46,4,568,1,,,0.44,Taux endettement Faible (0),Age Faible (38)
59,23051,2,21,176,251575,0.27,4,385,0,,,0.47,Taux endettement Faible (0); Age Élevé (59),N/A
30,15737,0,11,135,222282,0.43,1,677,0,,,0.41,Taux endettement Faible (0),Age Faible (30)
66,30251,1,9,250,358074,0.23,0,446,1,,,0.48,Taux endettement Faible (0); Age Élevé (66),N/A
58,10147,1,7,358,154603,0.35,4,417,0,,,0.46,Taux endettement Faible (0); Age Élevé (58),N/A
34,24643,2,5,208,424586,0.65,2,434,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (34)
26,38314,0,24,231,271697,0.89,4,826,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (26)
58,23467,1,14,85,456216,0.39,4,505,1,,,0.47,Taux endettement Faible (0); Age Élevé (58),N/A
18,39808,2,11,315,421781,0.69,4,532,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (18)
19,6752,1,24,40,396678,0.13,4,365,1,,,0.38,Taux endettement Faible (0),Age Faible (19)
65,6849,0,24,57,404048,0.54,2,303,0,,,0.51,Age Élevé (65),Taux endettement Élevé (1)
46,7642,2,5,166,450194,0.92,1,302,0,,,0.54,Age Élevé (46),Taux endettement Élevé (1)
50,6600,1,11,89,486157,0.03,0,558,0,,,0.28,Taux endettement Faible (0); Age Élevé (50),N/A
27,25786,2,14,333,151257,0.27,2,624,1,,,0.41,Taux endettement Faible (0),Age Faible (27)
67,25183,1,11,31,144564,0.13,2,539,0,,,0.36,Taux endettement Faible (0); Age Élevé (67),N/A
57,6132,1,8,230,199310,0.53,3,834,1,,,0.54,Age Élevé (57),Taux endettement Élevé (1)
38,36076,0,18,322,68859,0.68,0,617,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (38)
45,31691,0,20,159,316774,0.06,1,898,1,,,0.42,Taux endettement Faible (0); Age Élevé (45),N/A
28,15931,1,1,298,206896,0.07,1,350,0,,,0.41,Taux endettement Faible (0),Age Faible (28)
51,12633,2,12,100,181656,0.87,3,769,0,,,0.51,Age Élevé (51),Taux endettement Élevé (1)
25,39881,2,12,230,11076,0.46,3,342,1,,,0.42,Taux endettement Faible (0),Age Faible (25)
39,6044,0,7,272,123868,0.46,2,503,1,,,0.52,Taux endettement Faible (0),Age Faible (39)
25,29363,1,12,46,175211,0.94,1,646,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (25)
66,6582,0,3,138,207682,0.32,1,357,1,,,0.53,Taux endettement Faible (0); Age Élevé (66),N/A
32,19374,1,5,71,178774,0.9,1,358,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (32)
34,6308,1,5,215,272041,0.97,2,810,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (34)
40,26301,0,20,158,168607,0.24,1,617,1,,,0.45,Taux endettement Faible (0),Age Faible (40)
41,13793,2,11,177,108343,0.51,4,732,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (41)
62,6620,0,11,330,466953,0.53,3,671,1,,,0.48,Age Élevé (62),Taux endettement Élevé (1)
36,34883,1,16,64,335849,0.87,3,506,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (36)
22,11093,0,6,189,473026,0.3,3,410,1,,,0.37,Taux endettement Faible (0),Age Faible (22)
49,27259,2,14,185,169270,0.8,3,322,1,,,0.46,Age Élevé (49),Taux endettement Élevé (1)
61,25655,2,23,327,387014,0.97,4,727,0,,,0.48,Age Élevé (61),Taux endettement Élevé (1)
18,38005,1,16,329,367539,0.84,0,310,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (18)
40,36629,0,9,17,200185,0.91,1,871,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (40)
54,28610,2,22,73,375944,0.71,3,814,1,,,0.52,Age Élevé (54),Taux endettement Élevé (1)
25,26602,0,19,334,317904,0.9,1,443,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (25)
30,25409,2,5,207,198912,0.16,1,820,0,,,0.43,Taux endettement Faible (0),Age Faible (30)
25,16110,1,8,11,133476,0.71,4,593,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (25)
40,11073,1,14,20,307420,0.73,1,624,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (40)
60,20282,0,15,47,480770,0.44,3,492,1,,,0.46,Taux endettement Faible (0); Age Élevé (60),N/A
18,15195,1,20,36,71913,0.08,1,590,1,,,0.41,Taux endettement Faible (0),Age Faible (18)
62,6537,2,7,186,461244,0.62,4,718,0,,,0.51,Age Élevé (62),Taux endettement Élevé (1)
68,22138,1,15,267,345752,0.05,3,759,0,,,0.36,Taux endettement Faible (0); Age Élevé (68),N/A
41,29207,2,4,294,23348,0.38,4,347,1,,,0.44,Taux endettement Faible (0),Age Faible (41)
52,25619,2,17,26,318822,0.39,2,406,1,,,0.51,Taux endettement Faible (0); Age Élevé (52),N/A
41,29845,1,19,187,155024,1.0,0,563,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (41)
34,29310,2,13,189,124369,0.3,1,552,0,,,0.42,Taux endettement Faible (0),Age Faible (34)
22,35562,2,1,249,10318,0.82,1,838,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (22)
37,33036,0,22,355,349498,0.05,1,820,1,,,0.42,Taux endettement Faible (0),Age Faible (37)
38,13697,0,22,154,298155,0.53,2,457,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (38)
57,22513,0,2,261,290931,0.54,0,825,1,,,0.53,Age Élevé (57),Taux endettement Élevé (1)
48,8145,1,13,105,384430,0.63,4,328,1,,,0.62,Age Élevé (48),Taux endettement Élevé (1)
63,32818,0,6,60,381304,0.81,2,837,0,,,0.47,Age Élevé (63),Taux endettement Élevé (1)
53,35544,2,14,191,466644,0.76,2,442,1,,,0.53,Age Élevé (53),Taux endettement Élevé (1)
28,18100,1,16,325,415732,0.76,3,517,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (28)
69,25104,1,0,91,371176,0.43,2,892,1,,,0.49,Taux endettement Faible (0); Age Élevé (69),N/A
32,9067,1,8,179,175127,0.73,2,366,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (32)
36,35728,1,21,27,374449,0.49,1,443,1,,,0.45,Taux endettement Faible (0),Age Faible (36)
24,37317,2,13,249,261366,0.07,3,440,1,,,0.46,Taux endettement Faible (0),Age Faible (24)
68,36416,2,15,65,280896,0.89,4,645,0,,,0.46,Age Élevé (68),Taux endettement Élevé (1)
45,7509,0,20,109,207983,0.89,0,764,1,,,0.54,Age Élevé (45),Taux endettement Élevé (1)
68,26400,1,12,144,396489,0.32,4,395,1,,,0.43,Taux endettement Faible (0); Age Élevé (68),N/A
60,11533,0,5,308,352650,0.91,3,707,1,,,0.5,Age Élevé (60),Taux endettement Élevé (1)
22,19670,2,21,164,200922,0.76,1,417,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (22)
22,8932,1,0,237,382526,0.4,0,743,1,,,0.44,Taux endettement Faible (0),Age Faible (22)
47,28723,2,20,82,108328,0.33,4,679,1,,,0.45,Taux endettement Faible (0); Age Élevé (47),N/A
49,5719,0,24,23,158610,0.98,0,577,0,,,0.51,Age Élevé (49),Taux endettement Élevé (1)
25,5074,2,3,27,284801,0.71,0,660,1,,,0.52,N/A,Taux endettement Élevé (1); Age Faible (25)
27,31498,1,2,189,421059,0.38,0,669,0,,,0.41,Taux endettement Faible (0),Age Faible (27)
55,36345,1,16,150,91119,0.64,2,511,0,,,0.55,Age Élevé (55),Taux endettement Élevé (1)
64,25541,0,1,43,293635,0.57,3,558,1,,,0.52,Age Élevé (64),Taux endettement Élevé (1)
49,39917,1,18,286,113010,0.52,3,396,1,,,0.53,Age Élevé (49),Taux endettement Élevé (1)
65,31028,2,19,293,187503,0.64,1,509,0,,,0.51,Age Élevé (65),Taux endettement Élevé (1)
45,34545,2,22,148,138801,0.54,4,847,1,,,0.47,Age Élevé (45),Taux endettement Élevé (1)
34,19033,2,21,18,204547,0.65,1,320,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (34)
48,36673,2,7,191,314324,0.91,4,732,0,,,0.5,Age Élevé (48),Taux endettement Élevé (1)
25,35974,0,24,272,290684,0.99,0,670,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (25)
57,28097,2,14,274,212587,0.71,4,692,1,,,0.5,Age Élevé (57),Taux endettement Élevé (1)
42,32608,0,5,102,463851,0.93,4,518,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (42)
26,28525,2,22,299,17943,0.86,0,803,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (26)
19,20043,0,19,6,130730,0.3,1,395,1,,,0.33,Taux endettement Faible (0),Age Faible (19)
32,16725,2,1,300,281055,0.93,4,731,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (32)
67,34483,2,24,32,443470,0.07,1,487,1,,,0.37,Taux endettement Faible (0); Age Élevé (67),N/A
20,12265,0,24,41,240481,0.33,1,800,1,,,0.34,Taux endettement Faible (0),Age Faible (20)
66,27763,1,14,165,335144,0.64,3,674,1,,,0.52,Age Élevé (66),Taux endettement Élevé (1)
53,15116,1,19,36,79305,0.53,0,733,0,,,0.54,Age Élevé (53),Taux endettement Élevé (1)
21,20733,1,11,132,12479,0.54,0,722,0,,,0.42,N/A,Taux endettement Élevé (1); Age Faible (21)
31,30502,0,2,267,20112,0.79,2,443,1,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (31)
58,14247,1,9,350,381719,0.19,1,839,0,,,0.47,Taux endettement Faible (0); Age Élevé (58),N/A
58,28840,1,13,215,473483,0.98,2,798,0,,,0.48,Age Élevé (58),Taux endettement Élevé (1)
42,26058,0,21,155,203684,0.44,0,305,1,,,0.43,Taux endettement Faible (0),Age Faible (42)
67,39929,1,13,36,480113,0.95,0,616,0,,,0.44,Age Élevé (67),Taux endettement Élevé (1)
27,23635,1,2,105,242548,0.38,2,529,0,,,0.41,Taux endettement Faible (0),Age Faible (27)
38,30628,1,0,334,56809,0.6,0,421,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (38)
53,36362,0,19,307,270462,0.45,0,794,0,,,0.52,Taux endettement Faible (0); Age Élevé (53),N/A
29,25953,0,0,358,42205,0.68,3,774,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (29)
44,24128,1,1,224,493321,0.18,4,873,1,,,0.42,Taux endettement Faible (0); Age Élevé (44),N/A
57,17061,1,18,258,213676,0.4,3,807,1,,,0.48,Taux endettement Faible (0); Age Élevé (57),N/A
19,11041,0,23,176,409773,0.07,4,891,0,,,0.41,Taux endettement Faible (0),Age Faible (19)
30,17673,1,9,262,177170,0.6,3,474,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (30)
49,26059,0,3,62,442006,0.96,3,820,1,,,0.53,Age Élevé (49),Taux endettement Élevé (1)
48,39328,1,3,14,120947,0.05,1,570,0,,,0.43,Taux endettement Faible (0); Age Élevé (48),N/A
33,22548,0,12,10,306970,0.66,2,871,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (33)
49,20078,2,8,340,425290,0.78,3,485,1,,,0.49,Age Élevé (49),Taux endettement Élevé (1)
49,10419,2,6,119,136201,0.21,1,886,1,,,0.46,Taux endettement Faible (0); Age Élevé (49),N/A
51,15550,0,15,270,359835,0.27,3,393,1,,,0.45,Taux endettement Faible (0); Age Élevé (51),N/A
28,35337,2,17,178,126558,0.2,2,878,0,,,0.43,Taux endettement Faible (0),Age Faible (28)
27,6468,1,2,225,374069,0.3,1,813,0,,,0.46,Taux endettement Faible (0),Age Faible (27)
32,29309,0,19,210,248713,0.11,4,477,0,,,0.43,Taux endettement Faible (0),Age Faible (32)
34,5808,0,19,29,243367,0.37,2,855,1,,,0.58,Taux endettement Faible (0),Age Faible (34)
57,29747,1,9,175,106320,0.37,0,594,0,,,0.48,Taux endettement Faible (0); Age Élevé (57),N/A
35,11719,1,23,108,304545,0.81,1,530,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (35)
26,21363,0,21,65,414781,0.8,0,535,1,,,0.42,N/A,Taux endettement Élevé (1); Age Faible (26)
42,33718,1,15,91,100236,0.8,1,392,0,,,0.42,N/A,Taux endettement Élevé (1); Age Faible (42)
57,33801,0,2,260,247879,0.57,4,786,1,,,0.53,Age Élevé (57),Taux endettement Élevé (1)
31,13012,1,10,170,74702,0.33,1,343,1,,,0.41,Taux endettement Faible (0),Age Faible (31)
42,23029,0,24,172,453142,0.41,3,838,1,,,0.43,Taux endettement Faible (0),Age Faible (42)
67,5767,1,9,89,221945,0.32,0,774,1,,,0.55,Taux endettement Faible (0); Age Élevé (67),N/A
39,8895,1,15,207,152184,0.58,0,338,1,,,0.53,N/A,Taux endettement Élevé (1); Age Faible (39)
69,20332,2,7,95,89297,0.94,1,684,0,,,0.47,Age Élevé (69),Taux endettement Élevé (1)
47,19621,2,8,94,380471,0.28,3,734,1,,,0.45,Taux endettement Faible (0); Age Élevé (47),N/A
37,16334,2,14,125,412101,0.46,3,588,1,,,0.44,Taux endettement Faible (0),Age Faible (37)
38,23174,1,20,161,404592,0.66,1,547,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (38)
61,38653,0,2,193,147011,0.84,2,861,1,,,0.49,Age Élevé (61),Taux endettement Élevé (1)
49,7073,1,3,193,183021,0.25,4,658,0,,,0.51,Taux endettement Faible (0); Age Élevé (49),N/A
68,11269,2,12,267,143918,0.28,1,737,0,,,0.44,Taux endettement Faible (0); Age Élevé (68),N/A
63,22194,1,11,57,82353,0.89,3,508,0,,,0.48,Age Élevé (63),Taux endettement Élevé (1)
66,31811,2,20,145,17430,0.08,4,423,0,,,0.39,Taux endettement Faible (0); Age Élevé (66),N/A
38,11841,2,8,24,167400,0.61,1,702,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (38)
52,39800,0,24,80,152223,0.86,4,583,1,,,0.5,Age Élevé (52),Taux endettement Élevé (1)
49,14699,0,13,235,463013,0.92,2,875,1,,,0.51,Age Élevé (49),Taux endettement Élevé (1)
47,15762,2,18,135,168691,0.01,3,540,0,,,0.33,Taux endettement Faible (0); Age Élevé (47),N/A
56,7147,2,6,60,306628,0.37,2,466,1,,,0.54,Taux endettement Faible (0); Age Élevé (56),N/A
66,38383,1,15,276,134506,0.26,2,860,0,,,0.48,Taux endettement Faible (0); Age Élevé (66),N/A
29,38715,2,21,105,168736,0.57,3,447,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (29)
58,7013,1,19,74,147852,0.63,2,564,1,,,0.55,Age Élevé (58),Taux endettement Élevé (1)
64,25081,2,4,304,209939,1.0,1,800,0,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
35,21874,0,9,22,38604,0.51,1,578,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (35)
38,13733,0,17,359,117385,0.55,4,458,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (38)
30,14479,2,10,121,27762,0.41,1,359,1,,,0.41,Taux endettement Faible (0),Age Faible (30)
38,14825,1,6,157,391416,0.15,1,798,1,,,0.43,Taux endettement Faible (0),Age Faible (38)
25,26304,1,13,335,164837,0.3,4,616,1,,,0.41,Taux endettement Faible (0),Age Faible (25)
63,20635,1,19,121,204798,0.25,0,886,0,,,0.45,Taux endettement Faible (0); Age Élevé (63),N/A
57,25760,2,17,35,178115,0.8,3,787,1,,,0.5,Age Élevé (57),Taux endettement Élevé (1)
63,14490,2,10,328,228530,0.55,1,764,1,,,0.51,Age Élevé (63),Taux endettement Élevé (1)
24,26252,0,21,56,462267,0.3,4,527,0,,,0.38,Taux endettement Faible (0),Age Faible (24)
